"Username","group2","Reach"
"@natalieasaurus","Outreach",43
"@natalieben","Public",75295
"@nataliebennon","Public",150
"@nataliebhuiyan","Public",719
"@nataliebuttriss","Applied",54
"@nataliebykov","Public",7
"@natalieceperley","Public",74
"@natalieclark83","Scientists",209
"@nataliedell","Public",472
"@nataliedobbin","Media",724
"@nataliefleur10","Scientists",23
"@nataliehastings","Outreach",868
"@nataliemankelow","Media",369
"@natalienicole","Media",25065
"@natalierose3c1","Scientists",199
"@nataliestanford","Scientists",345
"@nataliewiggerz","Public",52
"@nataliewinmill","Scientists",89
"@nataliwindsor","Scientists",739
"@natalya_gallo","Scientists",139
"@natalyamori","Outreach",495
"@natandoron","Public",2058
"@natannefin","Scientists",22
"@natapp_uk","Scientists",52
"@nataschaklocker","Scientists",342
"@natasha__howard","Scientists",16
"@natasha_666_","Scientists",63
"@natashaandtea","Applied",254
"@natashaaschwetz","Scientists",336
"@natashaaw307","Scientists",28
"@natashabkelly","Scientists",48
"@natashabrewerx","Scientists",303
"@natashachart","Public",4087
"@natashadelcid","Scientists",59
"@natashakunesch","Scientists",20
"@natashalcary","Scientists",110
"@natashamcc79","Public",132
"@natashamhatre","Scientists",86
"@natashasherman","Scientists",7
"@natassiasalt","Public",688
"@natcantabrica","Public",208
"@natcapforum","Public",1952
"@natcapproject","Scientists",2257
"@natcapreport","Public",188
"@natcaulk","Scientists",70
"@natclol","Public",42
"@natdoesscience","Scientists",68
"@nate_g_swenson","Scientists",33
"@nate_j_sanders","Scientists",795
"@nate_lemoine","Scientists",51
"@nate_millington","Scientists",458
"@natebtruitt","Applied",251
"@natedmaynard","Public",43
"@natefox07","Scientists",18
"@natejaeger","Public",1199
"@natekrefman","Scientists",554
"@natella94","Public",272
"@natelynews","Public",291
"@natenix","Public",232
"@natepoxleitner","Public",128
"@natespillman","Public",31
"@natgascsu","Scientists",153
"@natgeobirder","Media",2131
"@natgeoexhibit","Outreach",7445
"@natgeoexplorers","Public",41922
"@natgeotraveller","Media",27869
"@natgeowomen","Public",166
"@nath_machado_s","Scientists",57
"@nathalie_alonso","Media",1389
"@nathalieforget","Scientists",48
"@nathalieseddon","Scientists",398
"@nathaliesteins","Scientists",466
"@nathaly_dufour","Media",2697
"@nathan_harness","Scientists",56
"@nathan_haynes","Public",565
"@nathan_maas","Media",129
"@nathan_oxley","Media",1047
"@nathan_thaker11","Public",179
"@nathancoppedge","Public",141
"@nathancullen","Public",18164
"@nathancurtis66","Scientists",72
"@nathanderoz","Media",630
"@nathandeutsch","Public",87
"@nathanijohns","Scientists",51
"@nathanjbennett","Scientists",389
"@nathanjharrison","Public",207
"@nathankcurrier","Public",219
"@nathanmb3","Scientists",21
"@nathanross10","Public",262
"@nathanweekes","Media",56
"@nathenfitchen","Media",107
"@natheseltine","Public",878
"@nathistconserve","Outreach",1191
"@nathistnms","Outreach",519
"@nathummel","Scientists",1383
"@nathuscanis","Public",41
"@nathusiuspips","Applied",77
"@nati_bayona","Scientists",75
"@natinamarie","Media",430
"@nationalbpa","Public",857
"@nationalpostdoc","Scientists",3488
"@nationalredlist","Applied",219
"@nationalredlist","Media",219
"@nationstudio","Public",3062
"@nativeseedspl","Public",712
"@nativewaterproj","Public",40
"@natjde","Scientists",168
"@natlaquarium","Outreach",32572
"@natlfossilday","Applied",541
"@natloceanpolicy","Applied",2741
"@natlyt","Scientists",353
"@natmanrique","Media",314
"@natmed_research","Media",535
"@natmoss","Media",4165
"@natnagalingum","Scientists",31
"@natnetnews","Media",3670
"@natnoble4","Scientists",71
"@natomika","Scientists",240
"@natomika","Media",240
"@natorgskill","Media",549
"@natreactions","Media",34
"@natresuk","Public",325
"@natrwrldart","Media",90
"@natselrox","Scientists",264
"@natsimmonds","Scientists",78
"@natspressoffice","Public",13459
"@natsurroundings","Public",1185
"@nattodemon","Public",48
"@natty_t_ice","Public",424
"@natucate","Public",62
"@natur_blog","Public",1372
"@naturaeludos","Scientists",166
"@natural_hero","Scientists",142
"@natural_leaders","Scientists",1099
"@natural1nfo","Public",253
"@naturalbear","Public",606
"@naturalbeetrust","Public",2913
"@naturalcapital_","Public",17072
"@naturalengineer","Public",748
"@naturaleurope","Outreach",640
"@naturalhistoria","Scientists",139
"@naturaliaurbana","Scientists",317
"@naturalisma","Scientists",131
"@naturalistjenny","Scientists",51
"@naturalistsarah","Public",280
"@naturaljoy48","Scientists",596
"@naturallyalexm","Scientists",1517
"@naturallynikko","Scientists",31
"@naturallysteve","Scientists",32
"@naturalog","Public",277
"@naturalsciences","Outreach",7067
"@naturaltrossach","Public",1944
"@naturalvlog","Scientists",1343
"@naturatessen","Scientists",420
"@naturaviva1","Scientists",155
"@nature_1982","Public",8
"@nature_brains","Public",7401
"@nature_city","Scientists",719
"@nature_creation","Public",113
"@nature_dbd","Applied",122
"@nature_dbd","Media",122
"@nature_dcmdva","Applied",2014
"@nature_guides","Public",281
"@nature_il","Public",1871
"@nature_itis","Public",94
"@nature_jcp","Outreach",1004
"@nature_kenya","Public",2322
"@nature_landfire","Scientists",1175
"@nature_mi","Public",632
"@nature_nj","Public",2221
"@nature_on_earth","Public",254
"@nature_org","Public",410225
"@nature_pixel","Media",400
"@nature_smart","Public",3
"@nature_spotter","Scientists",131
"@nature_watcher","Public",349
"@natureactivity","Public",1547
"@natureali","Scientists",471
"@natureali","Media",471
"@natuream","Public",901
"@natureblogs","Media",22948
"@naturebonaire","Public",275
"@natureboundaust","Scientists",206
"@natureboyginnaw","Scientists",231
"@natureboyginnaw","Media",231
"@naturebreak","Media",465
"@naturebureau","Media",754
"@naturebygreen","Media",1731
"@naturecanada","Scientists",40206
"@naturechronicle","Media",2707
"@natureconf","Media",2165
"@naturecounters","Scientists",61
"@naturedad","Scientists",1580
"@naturedad","Media",1580
"@naturedavid","Public",366
"@natureedu","Media",4996
"@naturefinder","Scientists",197
"@naturegeosci","Scientists",17199
"@naturegirl209","Public",39
"@naturegirl33","Scientists",92
"@natureharmonics","Public",237
"@natureinart","Public",1380
"@natureinla","Media",218
"@natureinnumbers","Public",1589
"@natureisrael","Scientists",195
"@natureissweet","Public",390
"@naturejc","Public",82
"@naturelive","Public",3456
"@naturelocator","Scientists",379
"@naturelover2014","Public",542
"@naturemetrics","Scientists",70
"@naturemicrobiol","Media",788
"@naturemovies","Media",172
"@naturenarrative","Media",43
"@naturenavigator","Public",142
"@naturenews","Scientists",866002
"@naturenewsnet","Applied",516
"@naturenewsnet","Media",516
"@naturenewsviews","Media",132
"@naturepicslancs","Applied",574
"@natureplymouth","Public",1453
"@natureproject","Public",82
"@naturereddy","Scientists",354
"@naturerevgenet","Media",22494
"@naturerevmicro","Media",13184
"@naturesacred","Public",12409
"@naturesamore","Media",122
"@naturescienceuk","Public",152
"@naturescrusader","Public",2932
"@natureserve","Scientists",1963
"@naturesey","Public",1386
"@naturesfeast","Public",1849
"@naturesgrub","Public",502
"@naturesnursery","Applied",526
"@naturesprawl","Public",677
"@naturespyuk","Applied",2547
"@naturestextures","Scientists",150
"@naturestextures","Media",150
"@naturesyear","Media",1163
"@naturetale_app","Public",723
"@naturetimes","Public",664
"@naturetravelnet","Public",445
"@naturetreks","Public",489
"@naturetrustofbc","Public",3290
"@natureuk","Public",2969
"@natureupblog","Media",755
"@naturevannie","Media",10
"@naturevu","Public",209
"@naturhistoriska","Outreach",2260
"@naturvetenskap","Scientists",1114
"@natwadlington","Scientists",233
"@natyhig90214640","Public",460
"@naubinhorth","Scientists",667
"@naughtevenreal","Public",232
"@naughtyzut","Public",13
"@naupakaz","Scientists",860
"@nauplius97","Scientists",243
"@nauseatingly","Public",1678
"@nauticaventures","Public",2178
"@nautichthys","Scientists",86
"@nautiloidea","Scientists",26
"@nautilus_inst","Public",1480
"@nautilusnat","Outreach",224
"@navajochic","Scientists",550
"@naveedkashmiri","Scientists",48
"@navigate4sea","Public",247
"@navin_idamnthee","Public",75
"@navylookout","Media",9431
"@nawnaw60","Public",43
"@nayasala","Media",1002
"@naysa_bal","Public",135
"@nazeefafatima","Scientists",409
"@nazeerasha64","Public",26
"@nazpq","Public",103
"@nb_cunningham","Public",887
"@nbakerauthor","Media",90864
"@nbakerkrofft","Public",220
"@nbell14","Public",19
"@nbfannpage","Public",4542
"@nbfurey","Scientists",401
"@nbitlo","Scientists",17508
"@nbntrust","Public",2706
"@nbrappersanger","Media",21466
"@nbryan5","Scientists",127
"@nc_chiroqueen","Scientists",27
"@nc_parker","Public",136
"@ncampbellhomes","Public",798
"@ncaquariumatpks","Outreach",1829
"@ncbugs","Outreach",256
"@nccavanaugh","Public",191
"@nccoastalatlas","Scientists",236
"@nceas","Scientists",3746
"@ncellinese","Scientists",748
"@ncemery","Scientists",14
"@ncemman","Public",157
"@ncfaindia","Public",235
"@ncfmedia","Applied",351
"@ncfscience","Scientists",85
"@nchazarra","Scientists",2763
"@nchoirnmind","Public",411
"@nci_natcap","Media",708
"@ncidpuey","Public",273
"@ncimbltd","Scientists",95
"@ncipmc","Applied",177
"@nclearspo4","Public",651
"@ncloonan","Scientists",1100
"@ncm140","Scientists",642
"@ncnaturalist","Scientists",178
"@ncnaturenews","Public",65
"@ncoe_normer","Public",78
"@nconaboy","Scientists",252
"@nconaboy","Applied",252
"@ncornishcatch","Public",459
"@ncpierman1","Public",92
"@ncsg_katiem","Media",1708
"@ncstate_fer","Scientists",152
"@ncstatepostdocs","Scientists",482
"@ncsu_cals","Public",3106
"@ncsucnrresearch","Public",72
"@nct_nsw","Applied",806
"@nctc_3000","Applied",92
"@ncwildlife","Public",4316
"@ncyprusalextech","Outreach",50
"@nd_eci","Scientists",363
"@ndalyrose","Outreach",3055
"@ndanganga","Public",108
"@ndbofficial2012","Public",30
"@ndcavender","Public",318
"@ndchien18","Public",24
"@nddbarth90","Scientists",81
"@nddiagnostics","Public",148
"@ndechamclifford","Scientists",280
"@ndenno","Public",199
"@ndevere","Scientists",247
"@ndexperience","Public",3913
"@ndgradlife","Scientists",182
"@ndh205","Public",965
"@ndhooven","Scientists",48
"@ndmeerkat","Public",3005
"@ndn_harrietheit","Media",461
"@ndofilmz","Public",395
"@ndprecisionmed","Public",172
"@ndr_reporter","Scientists",79
"@ndr_reporter","Media",79
"@ndrewritchie","Public",20
"@ndrt__","Scientists",329
"@ndrwrastar","Public",68
"@ndscience","Public",2226
"@ne_henry","Public",323
"@ne14nacl_aq","Scientists",838
"@neal_langford","Scientists",34
"@nealev","Scientists",149
"@nealhaddaway","Scientists",183
"@nealhaddaway","Media",183
"@nealhockley","Scientists",766
"@nealpalleslcsw","Outreach",201
"@nealsyardliv","Public",173
"@neanth","Public",222
"@nearir","Public",120
"@nearly_gone","Applied",649
"@neatedom","Public",716
"@neauxmadtravel","Media",7525
"@nebanovich","Scientists",127
"@nebetseta","Public",161
"@nebogeo","Public",1544
"@nedermanz","Scientists",66
"@nedgingtonphd","Scientists",160
"@nedihillersdon","Public",131
"@nedkfairdinkum","Public",68
"@nednared","Public",349
"@nedrelophoto","Scientists",5679
"@nedtillman","Media",297
"@nee_engineer","Scientists",468
"@needagps","Public",880
"@needforfun","Public",554
"@needhibhalla","Scientists",292
"@needyourdonatio","Public",1257
"@neefusa","Applied",5128
"@neekthesqueek","Public",60
"@neelratans","Scientists",47
"@neeltjeboogert","Scientists",256
"@neenaus","Scientists",551
"@neerbit","Public",4
"@neeta_datt","Public",77
"@neetsii","Public",9
"@neevemo","Scientists",58
"@nefbiomasscrops","Public",2302
"@nefermul_mas","Scientists",160
"@neffshredsgnar","Public",144
"@neftalyl","Scientists",230
"@negentropist","Public",377
"@nehapurii","Scientists",290
"@neil_cmesl","Scientists",112
"@neil_me","Scientists",1311
"@neil_r_edwards","Public",234
"@neil_reid","Scientists",253
"@neil_wilkinson","Media",123
"@neiladger","Scientists",1600
"@neildufty","Scientists",919
"@neildufty","Media",919
"@neilfadams","Scientists",79
"@neilhall_uk","Public",1890
"@neilhanman","Public",657
"@neiljamesb","Public",4906
"@neiljcronin84","Public",116
"@neiljoerobinson","Scientists",146
"@neillcarden","Media",537
"@neillewinea","Public",356
"@neillk","Public",253
"@neillosin","Media",1513
"@neilmochnacz","Scientists",21
"@neilogle","Scientists",346
"@neilpaulcummins","Public",522
"@neilshubin","Scientists",4191
"@neitsabes72","Scientists",17
"@neivet2","Public",196
"@nejcstopno","Scientists",15
"@nekokosa","Public",556
"@nekton4plankton","Scientists",164
"@nektonpowered","Public",137
"@nelgallan","Public",151
"@nell__campbell","Scientists",64
"@nell_barrie","Media",334
"@nellbick","Public",658
"@nellehbelleh","Public",61
"@nellhamilton","Scientists",175
"@nellhamilton","Media",175
"@nelliplop","Public",42
"@nellonalee","Applied",1240
"@nellycoxy","Public",9
"@nellyplants","Scientists",386
"@nelmsynelms","Public",534
"@nelnature","Public",160
"@nelson_kevin","Public",101
"@nelsoninstitute","Scientists",3147
"@nelsonliebtzuge","Public",294
"@nelsontenojo","Public",131
"@nelsonzalez","Public",72
"@nematology","Public",359
"@nematology_info","Scientists",68
"@nemopeeters","Public",182
"@nemoralis","Scientists",209
"@nemu8","Public",811
"@nemwiuppermiss","Scientists",1692
"@nenadachshund","Public",77
"@nenaturenotes","Media",185
"@nenrfolksuffolk","Media",581
"@nenyan","Scientists",66
"@neobirder","Public",1267
"@neobirds","Media",4116
"@neoceandata","Scientists",660
"@neocrex","Media",304
"@neodandyman","Scientists",182
"@neogeo","Public",2016
"@neolibcarbon","Scientists",24
"@neolorica","Media",884
"@neonaturalist","Public",2410
"@neongolden","Public",9047
"@neoninc","Public",2651
"@neophema1","Scientists",151
"@neophema99","Media",815
"@neopold","Outreach",228
"@neotropi","Scientists",132
"@neovenator250","Scientists",180
"@neoviral","Scientists",217
"@nepabeerreviews","Public",274
"@nepaliaashish","Scientists",176
"@nephropseu","Scientists",646
"@neprwa","Public",1089
"@neptsnecklace","Scientists",130
"@neptunesbitch","Public",107
"@nercbess","Scientists",792
"@nercscience","Scientists",13371
"@nerddps","Public",75
"@nerdinfection","Public",380
"@nerdista","Public",934
"@nerdnitea2","Public",731
"@nerdnitekw","Public",1595
"@nerdnitela","Public",632
"@nerdnitesyd","Public",409
"@nerdniteyvr","Scientists",221
"@nerds4nature","Scientists",1802
"@nerdseyeview","Public",16392
"@nerdy_birder","Scientists",193
"@nerdychristie","Media",15596
"@nerdyelsa","Public",14
"@nerdylmg","Scientists",71
"@nereda17","Public",109
"@nerienis","Public",87
"@neroimz","Public",37
"@nervous_jessica","Scientists",4584
"@nervouscientist","Scientists",97
"@nerypilon6703","Public",426
"@nesask","Media",3267
"@nesccp","Public",57
"@nescent","Applied",3207
"@nescireland","Scientists",1470
"@nesco_tac","Public",794
"@neskalina","Media",585
"@nesnidal","Scientists",86
"@nesordivad","Scientists",31
"@nessaldur","Scientists",184
"@nessalovesbugs","Public",485
"@nessatweetsbio","Scientists",113
"@nessietemp","Public",104
"@nestor_perez__","Scientists",81
"@nestorlld","Scientists",1726
"@netfysh","Public",108
"@netmob15","Public",243
"@netnewsbuzz","Media",3867
"@netpositiveorg","Public",369
"@netri26","Public",146
"@nets2carpet","Public",723
"@netsci15","Scientists",700
"@netsci15","Outreach",700
"@netscibackstage","Scientists",204
"@nettiesth","Public",272
"@nettle36","Public",598
"@nettlebum","Scientists",138
"@nettlebum","Applied",138
"@nettled01","Media",14
"@netto_speed","Public",68
"@nettogirl","Public",46
"@nettursula","Public",3817
"@networks4nature","Applied",1060
"@netwrkhimalaya","Public",78
"@netzerocafe","Public",507
"@neuinfo","Scientists",24810
"@neukadye","Public",16
"@neuroadept","Scientists",31
"@neuroamer","Scientists",675
"@neurobarbie","Scientists",464
"@neurobonkers","Public",9303
"@neurocaos","Scientists",642
"@neuroconscience","Scientists",13992
"@neurocy","Scientists",673
"@neurodebris","Scientists",148
"@neuroecology","Public",1331
"@neuroepigenetic","Public",143
"@neurofractal","Public",391
"@neuromotion_","Public",6074
"@neuromusic","Scientists",2712
"@neuronerd13","Scientists",755
"@neuronerdette","Scientists",44
"@neuronjoy","Scientists",870
"@neuronull","Scientists",244
"@neuropolarbear","Scientists",1922
"@neurorach","Scientists",454
"@neuroscijobs","Public",353
"@neurotrees","Public",87
"@neuroyogini","Public",26
"@nevarezryc","Public",17095
"@neve_biology","Scientists",5
"@neveragain_usa","Media",317
"@nevergetback19","Scientists",134
"@nevsagoldhand","Public",167
"@nevtelenuriembr","Outreach",155
"@new_horizon","Public",34718
"@newbiogeo","Scientists",127
"@newbionet","Scientists",355
"@newbluecomet","Scientists",375
"@newbotany","Scientists",24
"@newcastlemarine","Scientists",542
"@newelllab","Scientists",104
"@newenergydave","Public",712
"@newenglandbot","Scientists",40
"@newenglandcbd","Public",595
"@newforestcicada","Public",294
"@newforests_proj","Public",170
"@newhelpapp","Public",813
"@newkindanerd","Scientists",562
"@newlifelesson19","Public",94
"@newmancandace","Public",23
"@newmancf","Public",162
"@newmedialaw","Scientists",224
"@newmusicfans","Public",25754
"@neworleansad","Media",7
"@neworleanscvb","Public",28673
"@newphyt","Scientists",4456
"@newprof1","Scientists",848
"@newquaybeach","Public",406
"@newquayzooed","Outreach",207
"@newrichlandmuse","Outreach",59
"@newsabroad","Media",576
"@newsbiscuit","Public",11321
"@newsbynature","Public",1397
"@newscience101","Media",1884
"@newscientist_ag","Scientists",843
"@newsconover","Media",233
"@newsfromcsm","Media",770
"@newsofecology","Scientists",15
"@newsometm","Scientists",365
"@newspoaching","Media",407
"@newssharkonline","Scientists",54
"@newstartmag","Media",7969
"@newt_l","Scientists",79
"@newtechrep","Public",893
"@newterrabrian","Public",361
